     94130	     11900	     82410	     30420     0
     94180	     11710	     59250	     17280     0
     94280	     11500	     34900	     39200     0
     94281	     11120	     23560	     35340     0
     94451	     11050	     55700	     84970     0
     94500	     10600	     10380	     53950     0
     94680	     10380	    294400	     60890     0
     94800	     10300	       180	     94130     0
     94900	      9870	     76975	     69380     0
     95350	      9580	     76970	      8720     0
     95610	      9100	     15480	     76987     0
      9580	      8970	     99840	     24770     0
     95900	      8770	     18270	     18980     0
     95950	      8720	     56420	     44160     0
     96220	      8450	     50150	     90800     0
     96310	      8140	     99120	     38600     0
     96400	      7910	     18815	     57780     0
     96560	      7830	     50080	     70850     0
     96600	      7660	     71900	       420     0
     96800	      7010	     10300	     39220     0
     96931	      6620	      3200	     34600     0
     96970	      6440	     78370	     40420     0
     97110	      6020	     56480	     46400     0
     97251	      5590	     44730	     32200     0
     97350	      5350	     97350	     47270     0
     97580	      4780	     61820	     63530     0
     98090	      4740	     65370	     83953     0
     98360	      4460	     69150	      7660     0
     98400	      4440	     77850	     90760     0
     98550	      4040	     76250	     52640     0
     98580	      3810	     44900	    243500     0
     98650	      3780	     65310	     62270     0
      9870	      3500	      2910	     59110     0
     98790	      3280	     76988	     31410     0
     98850	      3200	     71000	     76973     0
     99120	      3190	     46700	     76949     0
     99330	      3120	     14580	     43810     0
     99370	      3030	     96560	      8770     0
     99500	      3015	     68330	     59681     0
     99710	      2910	     54500	     29790     0
     99711	      2610	    210400	     94180     0
     99720	      2540	      6440	     24960     0
     99735	      1950	     71280	     24210     0
     99754	      1650	     29310	     17780     0
     99760	      1400	     33890	     89950     0
     99780	      1230	      3030	     88340     0
     99790	      1130	       700	     42520     0
     99800	      1080	     94451	     89233     0
     99840	       810	    215100	     28921     0
     99841	       770	     56850	     63420     0
     99902	       730	    250000	     13050     0
     99910	       700	     12600	     39040     0
     99927	       610	     62900	     41820     0
     99935	       420	     44190	     79793     0
     99950	       290	     69960	     92117     0
     99986	       250	     93500	      8140     0
     99990	       180	     50500	    230800     0
     99992	       100	     38450	    215400     0
     99996	        60	     92114	     29350     0
